TRAIN 0: PRED: yellow | SIT: ^ sm1(x1) gr1(x1) tr1(x1) le2(x1,x2) sm1(x2) bl1(x2) st1(x2) ! | FEEDBACK: the green triangle to the left of the blue star !
VALIDATION 2200: PRED: the circle below the medium hexagon| SIT: ^ me1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 2300: PRED: the small circle below the small square| SIT: ^ sm1(x1) re1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) ci1(x2) !
VALIDATION 2400: PRED: the big circle to the left of the triangle| SIT: ^ bi1(x1) pu1(x1) ci1(x1) le2(x1,x2) sm1(x2) gr1(x2) tr1(x2) !
VALIDATION 2500: PRED: the small square below the small hexagon| SIT: ^ sm1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) ye1(x2) sq1(x2) !
VALIDATION 2600: PRED: the medium hexagon below the medium circle| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) gr1(x2) he1(x2) !
VALIDATION 2700: PRED: the small star to the left of the square| SIT: ^ sm1(x1) or1(x1) st1(x1) ab2(x1,x2) bi1(x2) or1(x2) sq1(x2) !
VALIDATION 2800: PRED: the medium square below the medium ellipse| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) sq1(x2) !
VALIDATION 2900: PRED: the circle below the big circle| SIT: ^ bi1(x1) bl1(x1) ci1(x1) ab2(x1,x2) sm1(x2) bl1(x2) ci1(x2) !
VALIDATION 3000: PRED: the big star below the triangle| SIT: ^ bi1(x1) re1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 3100: PRED: the big star below the triangle| SIT: ^ bi1(x1) pu1(x1) tr1(x1) le2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 3200: PRED: the ellipse below the big hexagon| SIT: ^ bi1(x1) bl1(x1) he1(x1) le2(x1,x2) me1(x2) bl1(x2) el1(x2) !
VALIDATION 3300: PRED: the small star below the small circle| SIT: ^ sm1(x1) ye1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 3400: PRED: the small star below the small hexagon| SIT: ^ sm1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 3500: PRED: the medium hexagon below the medium ellipse| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) he1(x2) !
VALIDATION 3600: PRED: the small square below the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3700: PRED: the ellipse to the left of the circle| SIT: ^ me1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) ye1(x2) ci1(x2) !
VALIDATION 3800: PRED: the small star to the left of the square| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3900: PRED: the circle below the medium hexagon| SIT: ^ me1(x1) pu1(x1) he1(x1) le2(x1,x2) bi1(x2) re1(x2) ci1(x2) !
VALIDATION 4000: PRED: the small square below the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) sq1(x2) !
VALIDATION 4100: PRED: the ellipse to the left of the circle| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) bl1(x2) ci1(x2) !
VALIDATION 4200: PRED: the medium hexagon below the medium ellipse| SIT: ^ me1(x1) gr1(x1) el1(x1) ab2(x1,x2) bi1(x2) or1(x2) he1(x2) !
VALIDATION 4300: PRED: the small star below the small hexagon| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 4400: PRED: the medium star below the medium circle| SIT: ^ me1(x1) re1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 4500: PRED: the circle below the big circle| SIT: ^ bi1(x1) re1(x1) ci1(x1) le2(x1,x2) sm1(x2) ye1(x2) ci1(x2) !
VALIDATION 4600: PRED: the medium yellow ellipse| SIT: ^ me1(x1) gr1(x1) el1(x1) le2(x1,x2) sm1(x2) or1(x2) tr1(x2) !
VALIDATION 4700: PRED: the small circle below the small circle| SIT: ^ sm1(x1) bl1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 4800: PRED: the small square below the small ellipse| SIT: ^ sm1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) sq1(x2) !
VALIDATION 4900: PRED: the small star to the left of the ellipse| SIT: ^ sm1(x1) bl1(x1) st1(x1) le2(x1,x2) sm1(x2) or1(x2) el1(x2) !
TRAIN 11100: PRED: the big to the small triangle triangle | SIT: ^ bi1(x1) gr1(x1) st1(x1) ab2(x1,x2) me1(x2) gr1(x2) tr1(x2) ! | FEEDBACK: the star above the medium green triangle !
TRAIN 11200: PRED: the star star to the star star star | SIT: ^ me1(x1) ye1(x1) st1(x1) ab2(x1,x2) sm1(x2) gr1(x2) st1(x2) ! | FEEDBACK: the small star below the medium yellow star !
TRAIN 11300: PRED: the hexagon to the circle circle | SIT: ^ bi1(x1) gr1(x1) ci1(x1) ab2(x1,x2) me1(x2) pu1(x2) he1(x2) ! | FEEDBACK: the hexagon below the big circle !
TRAIN 11400: PRED: the big star to | SIT: ^ bi1(x1) bl1(x1) sq1(x1) le2(x1,x2) me1(x2) pu1(x2) st1(x2) ! | FEEDBACK: the blue square !
TRAIN 11500: PRED: the small ellipse above the ellipse ellipse | SIT: ^ sm1(x1) ye1(x1) sq1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) ! | FEEDBACK: the yellow square above the orange ellipse !
VALIDATION 0: PRED: the big ellipse above the hexagon| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) sm1(x2) bl1(x2) he1(x2) !
VALIDATION 100: PRED: the small circle to the right of the small square| SIT: ^ sm1(x1) re1(x1) sq1(x1) le2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 200: PRED: the small star to the right of the small square| SIT: ^ sm1(x1) or1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 300: PRED: the small circle to the right of the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) sm1(x2) or1(x2) ci1(x2) !
VALIDATION 400: PRED: the medium star above the big hexagon| SIT: ^ me1(x1) gr1(x1) st1(x1) ab2(x1,x2) me1(x2) pu1(x2) he1(x2) !
VALIDATION 500: PRED: the big circle to the right of the big ellipse| SIT: ^ bi1(x1) gr1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 600: PRED: the big circle to the right of the big ellipse| SIT: ^ bi1(x1) bl1(x1) el1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 700: PRED: the small star above the small hexagon| SIT: ^ sm1(x1) re1(x1) st1(x1) le2(x1,x2) me1(x2) or1(x2) he1(x2) !
VALIDATION 800: PRED: the hexagon above the circle| SIT: ^ bi1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) bl1(x2) ci1(x2) !
VALIDATION 900: PRED: the big ellipse below the big square| SIT: ^ bi1(x1) pu1(x1) sq1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1000: PRED: the big ellipse to the right of the hexagon| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1100: PRED: the medium green hexagon to the right of the medium square| SIT: ^ me1(x1) bl1(x1) sq1(x1) ab2(x1,x2) bi1(x2) ye1(x2) he1(x2) !
VALIDATION 1200: PRED: the big circle above the big ellipse| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) ye1(x2) el1(x2) !
VALIDATION 1300: PRED: the big star to the right of the hexagon| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 1400: PRED: the star above the ellipse| SIT: ^ bi1(x1) or1(x1) st1(x1) le2(x1,x2) bi1(x2) gr1(x2) el1(x2) !
VALIDATION 1500: PRED: the big ellipse to the right of the big ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 1600: PRED: the small ellipse below the small star| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) me1(x2) re1(x2) el1(x2) !
VALIDATION 1700: PRED: the circle above the star| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) pu1(x2) st1(x2) !
VALIDATION 1800: PRED: the big circle above the big ellipse| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) re1(x2) el1(x2) !
VALIDATION 1900: PRED: the star above the medium ellipse| SIT: ^ me1(x1) re1(x1) st1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 2000: PRED: the small hexagon to the right of the small hexagon| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) me1(x2) gr1(x2) he1(x2) !
VALIDATION 2100: PRED: the small circle to the right of the small ellipse| SIT: ^ sm1(x1) bl1(x1) el1(x1) le2(x1,x2) me1(x2) or1(x2) ci1(x2) !
VALIDATION 2200: PRED: the hexagon above the circle| SIT: ^ me1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 2300: PRED: the small circle to the right of the small square| SIT: ^ sm1(x1) re1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) ci1(x2) !
VALIDATION 2400: PRED: the big circle above the big triangle| SIT: ^ bi1(x1) pu1(x1) ci1(x1) le2(x1,x2) sm1(x2) gr1(x2) tr1(x2) !
VALIDATION 2500: PRED: the small hexagon above the small square| SIT: ^ sm1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) ye1(x2) sq1(x2) !
VALIDATION 2600: PRED: the circle above the big hexagon| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) gr1(x2) he1(x2) !
VALIDATION 2700: PRED: the small star above the small square| SIT: ^ sm1(x1) or1(x1) st1(x1) ab2(x1,x2) bi1(x2) or1(x2) sq1(x2) !
VALIDATION 2800: PRED: the medium ellipse| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) sq1(x2) !
VALIDATION 2900: PRED: the circle to the right of the circle| SIT: ^ bi1(x1) bl1(x1) ci1(x1) ab2(x1,x2) sm1(x2) bl1(x2) ci1(x2) !
VALIDATION 3000: PRED: the big star to the right of the big triangle| SIT: ^ bi1(x1) re1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 3100: PRED: the big star to the right of the big triangle| SIT: ^ bi1(x1) pu1(x1) tr1(x1) le2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 3200: PRED: the big ellipse to the right of the hexagon| SIT: ^ bi1(x1) bl1(x1) he1(x1) le2(x1,x2) me1(x2) bl1(x2) el1(x2) !
VALIDATION 3300: PRED: the small circle above the star| SIT: ^ sm1(x1) ye1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 3400: PRED: the small star to the right of the small hexagon| SIT: ^ sm1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 3500: PRED: the medium ellipse above the big hexagon| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) he1(x2) !
VALIDATION 3600: PRED: the small triangle above the small square| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3700: PRED: the medium circle to the right of the medium ellipse| SIT: ^ me1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) ye1(x2) ci1(x2) !
VALIDATION 3800: PRED: the small star above the small square| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3900: PRED: the hexagon above the circle| SIT: ^ me1(x1) pu1(x1) he1(x1) le2(x1,x2) bi1(x2) re1(x2) ci1(x2) !
VALIDATION 4000: PRED: the small triangle above the small square| SIT: ^ sm1(x1) ye1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) sq1(x2) !
VALIDATION 4100: PRED: the big circle to the right of the big ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) bl1(x2) ci1(x2) !
VALIDATION 4200: PRED: the medium ellipse above the hexagon| SIT: ^ me1(x1) gr1(x1) el1(x1) ab2(x1,x2) bi1(x2) or1(x2) he1(x2) !
VALIDATION 4300: PRED: the small star to the right of the small hexagon| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 4400: PRED: the circle above the star| SIT: ^ me1(x1) re1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 4500: PRED: the circle to the right of the circle| SIT: ^ bi1(x1) re1(x1) ci1(x1) le2(x1,x2) sm1(x2) ye1(x2) ci1(x2) !
VALIDATION 4600: PRED: the medium triangle to the right of the medium ellipse| SIT: ^ me1(x1) gr1(x1) el1(x1) le2(x1,x2) sm1(x2) or1(x2) tr1(x2) !
VALIDATION 4700: PRED: the circle to the right of the small circle| SIT: ^ sm1(x1) bl1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 4800: PRED: the small ellipse| SIT: ^ sm1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) sq1(x2) !
VALIDATION 4900: PRED: the small ellipse below the small star| SIT: ^ sm1(x1) bl1(x1) st1(x1) le2(x1,x2) sm1(x2) or1(x2) el1(x2) !
TRAIN 11600: PRED: the medium circle below the right of the medium circle circle | SIT: ^ me1(x1) bl1(x1) ci1(x1) le2(x1,x2) sm1(x2) pu1(x2) el1(x2) ! | FEEDBACK: the purple ellipse to the right of the medium blue circle !
TRAIN 11700: PRED: the big triangle above the medium triangle triangle | SIT: ^ bi1(x1) or1(x1) tr1(x1) ab2(x1,x2) sm1(x2) re1(x2) tr1(x2) ! | FEEDBACK: the big triangle above the small red triangle !
TRAIN 11800: PRED: the ellipse above the left of the big triangle | SIT: ^ bi1(x1) re1(x1) el1(x1) le2(x1,x2) bi1(x2) or1(x2) tr1(x2) ! | FEEDBACK: the ellipse to the left of the big triangle !
TRAIN 11900: PRED: the medium ellipse to the right of the ellipse ellipse | SIT: ^ me1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) gr1(x2) st1(x2) ! | FEEDBACK: the green star to the right of the orange ellipse !
TRAIN 12000: PRED: the hexagon hexagon hexagon to the hexagon | SIT: ^ bi1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) re1(x2) he1(x2) ! | FEEDBACK: the big red hexagon below the hexagon !
VALIDATION 0: PRED: the big hexagon to the right of the ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) sm1(x2) bl1(x2) he1(x2) !
VALIDATION 100: PRED: the square to the left of the medium circle| SIT: ^ sm1(x1) re1(x1) sq1(x1) le2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 200: PRED: the small square to the left of the medium star| SIT: ^ sm1(x1) or1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 300: PRED: the small circle to the right of the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) sm1(x2) or1(x2) ci1(x2) !
VALIDATION 400: PRED: the medium hexagon to the right of the medium star| SIT: ^ me1(x1) gr1(x1) st1(x1) ab2(x1,x2) me1(x2) pu1(x2) he1(x2) !
VALIDATION 500: PRED: the big circle to the right of the ellipse| SIT: ^ bi1(x1) gr1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 600: PRED: the big circle to the right of the ellipse| SIT: ^ bi1(x1) bl1(x1) el1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 700: PRED: the hexagon to the right of the small star| SIT: ^ sm1(x1) re1(x1) st1(x1) le2(x1,x2) me1(x2) or1(x2) he1(x2) !
VALIDATION 800: PRED: the big purple hexagon to the left of the medium circle| SIT: ^ bi1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) bl1(x2) ci1(x2) !
VALIDATION 900: PRED: the big square to the left of the ellipse| SIT: ^ bi1(x1) pu1(x1) sq1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1000: PRED: the big hexagon above the ellipse| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1100: PRED: the square to the left of the medium hexagon| SIT: ^ me1(x1) bl1(x1) sq1(x1) ab2(x1,x2) bi1(x2) ye1(x2) he1(x2) !
VALIDATION 1200: PRED: the big circle to the left of the ellipse| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) ye1(x2) el1(x2) !
VALIDATION 1300: PRED: the big hexagon to the left of the medium star| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 1400: PRED: the ellipse to the right of the star| SIT: ^ bi1(x1) or1(x1) st1(x1) le2(x1,x2) bi1(x2) gr1(x2) el1(x2) !
VALIDATION 1500: PRED: the big ellipse to the right of the ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 1600: PRED: the small star to the left of the ellipse| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) me1(x2) re1(x2) el1(x2) !
VALIDATION 1700: PRED: the medium circle to the left of the medium star| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) pu1(x2) st1(x2) !
VALIDATION 1800: PRED: the big circle to the left of the ellipse| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) re1(x2) el1(x2) !
VALIDATION 1900: PRED: the medium ellipse to the right of the medium star| SIT: ^ me1(x1) re1(x1) st1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 2000: PRED: the hexagon to the right of the small hexagon| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) me1(x2) gr1(x2) he1(x2) !
VALIDATION 2100: PRED: the small circle to the right of the small ellipse| SIT: ^ sm1(x1) bl1(x1) el1(x1) le2(x1,x2) me1(x2) or1(x2) ci1(x2) !
VALIDATION 2200: PRED: the medium hexagon to the left of the medium circle| SIT: ^ me1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 2300: PRED: the square to the left of the medium circle| SIT: ^ sm1(x1) re1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) ci1(x2) !
VALIDATION 2400: PRED: the big circle to the left of the medium triangle| SIT: ^ bi1(x1) pu1(x1) ci1(x1) le2(x1,x2) sm1(x2) gr1(x2) tr1(x2) !
VALIDATION 2500: PRED: the hexagon to the left of the square| SIT: ^ sm1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) ye1(x2) sq1(x2) !
VALIDATION 2600: PRED: the medium hexagon to the right of the medium circle| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) gr1(x2) he1(x2) !
VALIDATION 2700: PRED: the square to the right of the small star| SIT: ^ sm1(x1) or1(x1) st1(x1) ab2(x1,x2) bi1(x2) or1(x2) sq1(x2) !
VALIDATION 2800: PRED: the square to the right of the medium ellipse| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) sq1(x2) !
VALIDATION 2900: PRED: the big circle to the right of the big circle| SIT: ^ bi1(x1) bl1(x1) ci1(x1) ab2(x1,x2) sm1(x2) bl1(x2) ci1(x2) !
VALIDATION 3000: PRED: the big star below the big triangle| SIT: ^ bi1(x1) re1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 3100: PRED: the big star below the big triangle| SIT: ^ bi1(x1) pu1(x1) tr1(x1) le2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 3200: PRED: the big hexagon above the ellipse| SIT: ^ bi1(x1) bl1(x1) he1(x1) le2(x1,x2) me1(x2) bl1(x2) el1(x2) !
VALIDATION 3300: PRED: the small circle to the left of the medium star| SIT: ^ sm1(x1) ye1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 3400: PRED: the small hexagon to the left of the medium star| SIT: ^ sm1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 3500: PRED: the medium hexagon to the right of the medium ellipse| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) he1(x2) !
VALIDATION 3600: PRED: the square below the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3700: PRED: the medium circle to the right of the medium ellipse| SIT: ^ me1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) ye1(x2) ci1(x2) !
VALIDATION 3800: PRED: the square to the right of the small star| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3900: PRED: the medium hexagon to the left of the medium circle| SIT: ^ me1(x1) pu1(x1) he1(x1) le2(x1,x2) bi1(x2) re1(x2) ci1(x2) !
VALIDATION 4000: PRED: the square below the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) sq1(x2) !
VALIDATION 4100: PRED: the big circle to the right of the ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) bl1(x2) ci1(x2) !
VALIDATION 4200: PRED: the medium hexagon to the right of the medium ellipse| SIT: ^ me1(x1) gr1(x1) el1(x1) ab2(x1,x2) bi1(x2) or1(x2) he1(x2) !
VALIDATION 4300: PRED: the small hexagon to the left of the medium star| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 4400: PRED: the medium circle to the left of the medium star| SIT: ^ me1(x1) re1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 4500: PRED: the big circle to the right of the big circle| SIT: ^ bi1(x1) re1(x1) ci1(x1) le2(x1,x2) sm1(x2) ye1(x2) ci1(x2) !
VALIDATION 4600: PRED: the medium ellipse to the left of the medium triangle| SIT: ^ me1(x1) gr1(x1) el1(x1) le2(x1,x2) sm1(x2) or1(x2) tr1(x2) !
VALIDATION 4700: PRED: the small circle to the right of the small circle| SIT: ^ sm1(x1) bl1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 4800: PRED: the square below the small ellipse| SIT: ^ sm1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) sq1(x2) !
VALIDATION 4900: PRED: the small star to the left of the ellipse| SIT: ^ sm1(x1) bl1(x1) st1(x1) le2(x1,x2) sm1(x2) or1(x2) el1(x2) !
TRAIN 12100: PRED: the small red to the right of the small hexagon | SIT: ^ sm1(x1) ye1(x1) he1(x1) le2(x1,x2) sm1(x2) bl1(x2) he1(x2) ! | FEEDBACK: the small hexagon to the left of the small hexagon !
TRAIN 12200: PRED: the square to | SIT: ^ me1(x1) bl1(x1) el1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) ! | FEEDBACK: the ellipse !
TRAIN 12300: PRED: the big hexagon to the right of the hexagon hexagon | SIT: ^ bi1(x1) pu1(x1) he1(x1) le2(x1,x2) sm1(x2) bl1(x2) he1(x2) ! | FEEDBACK: the purple hexagon to the left of the small hexagon !
TRAIN 12400: PRED: the small hexagon hexagon to | SIT: ^ sm1(x1) ye1(x1) el1(x1) le2(x1,x2) sm1(x2) ye1(x2) he1(x2) ! | FEEDBACK: the small yellow hexagon !
TRAIN 12500: PRED: the hexagon hexagon | SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) sm1(x2) re1(x2) he1(x2) ! | FEEDBACK: the small hexagon below the big hexagon !
VALIDATION 0: PRED: the big hexagon| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) sm1(x2) bl1(x2) he1(x2) !
VALIDATION 100: PRED: the small square above the medium circle| SIT: ^ sm1(x1) re1(x1) sq1(x1) le2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 200: PRED: the star below the small square| SIT: ^ sm1(x1) or1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 300: PRED: the small circle to the right of the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) sm1(x2) or1(x2) ci1(x2) !
VALIDATION 400: PRED: the medium hexagon| SIT: ^ me1(x1) gr1(x1) st1(x1) ab2(x1,x2) me1(x2) pu1(x2) he1(x2) !
VALIDATION 500: PRED: the big circle to the right of the big ellipse| SIT: ^ bi1(x1) gr1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 600: PRED: the big circle to the right of the big ellipse| SIT: ^ bi1(x1) bl1(x1) el1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 700: PRED: the hexagon to the right of the small star| SIT: ^ sm1(x1) re1(x1) st1(x1) le2(x1,x2) me1(x2) or1(x2) he1(x2) !
VALIDATION 800: PRED: the big hexagon above the medium circle| SIT: ^ bi1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) bl1(x2) ci1(x2) !
VALIDATION 900: PRED: the big ellipse| SIT: ^ bi1(x1) pu1(x1) sq1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1000: PRED: the big hexagon above the medium ellipse| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1100: PRED: the medium hexagon| SIT: ^ me1(x1) bl1(x1) sq1(x1) ab2(x1,x2) bi1(x2) ye1(x2) he1(x2) !
VALIDATION 1200: PRED: the big circle above the medium ellipse| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) ye1(x2) el1(x2) !
VALIDATION 1300: PRED: the hexagon above the star| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 1400: PRED: the big star above the medium ellipse| SIT: ^ bi1(x1) or1(x1) st1(x1) le2(x1,x2) bi1(x2) gr1(x2) el1(x2) !
VALIDATION 1500: PRED: the big ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 1600: PRED: the small star above the medium ellipse| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) me1(x2) re1(x2) el1(x2) !
